"","V1","V2","V3","V4","V5","V6"
"1",0.128896338049278,0.0462375079902916,-0.20717135387646,-0.0613022918942456,-0.226481649005997,0.0206480466214565
"2",0.556823349596411,-0.351063207716436,0.024031041798485,0.230826006932304,0.385457829687673,0.161663307544244
"3",0.0482639841884107,-0.15279902997383,0.200411963918121,0.140419096066376,0.167798012399763,0.0543333924044344
"4",-0.145056490220244,-0.260909051475129,-0.321695861921679,-0.341254757924962,0.282288884629924,0.0989545901925731
"5",0.234088240612718,-0.280871293937095,0.263082725197492,0.0927117241814958,-0.439215149168108,-0.220899475598772
"6",-0.837269904480588,-0.614570741626735,0.791890610476069,-0.306146482386265,0.350700002184397,0.174268122479642
"7",0.4443299287692,0.0881789477649606,0.38560594278347,-0.519712656435281,0.460077990992636,0.410122591103071
"8",0.337918369089249,-0.296157943685136,0.414320251861066,0.604147317228277,-0.900886544661938,-1.33848606648058
"9",-0.194601251332797,0.415672630239994,-0.034774476677019,0.281128134403812,0.303795011266876,-0.094452091173697
"10",-0.01126240050829,0.0788869778180667,-0.158170684752485,0.0428955899346536,-0.213914018020143,-0.31315459508597
"11",-0.450486417499357,-0.496662529339851,-0.230529406708779,-0.0250199563195085,-0.0153580166686548,0.136114906092705
"12",-0.039324276362362,0.634221125702628,-0.105751032464348,-0.856014908767264,-0.0793877563857331,0.0743279542254357
"13",0.0119568109087112,0.061540985689202,0.105523014462721,-0.0510250886413917,0.214863394420287,0.0305508177438548
"14",-1.00177772873394,-1.25503900109849,-1.50513232384987,0.2527511920014,2.37979544654542,2.04970454430422
"15",0.167408907797112,0.114798763023322,0.0284071498488029,0.16000296658036,-0.503336529368488,0.124516891667773
"16",-0.240871146657565,0.034143740404233,-0.259072419914961,0.505591133475103,0.0824472934105406,0.208140533944782
"17",-0.0281360811373233,0.260666446560994,0.00477740373620207,-0.299939579915379,-0.398502516214449,-0.53580094464382
"18",0.681329230203783,-0.089048807666974,0.0649578581068273,-0.0667050675099469,0.189069999616943,-0.0444365493861543
"19",0.0716508014452727,0.949188661114755,-0.407377152816366,-0.482332176653499,-0.479790585808925,0.0483209828621857
"20",-0.0246118659254682,-0.273781915543041,-0.327693932043001,-0.330659772586725,-0.243986964845531,0.201000986741166
"21",-1.48686097707006,0.0424988832076057,0.161166601424477,0.733783319849435,0.483362535338438,-0.0626903250771881
"22",-0.540666572435384,0.115660169657149,0.29374853946073,0.0695248311164867,0.222748481284587,0.264698457702783
"23",0.263763099088507,0.154515958038481,0.10690449668647,-0.0179065567059844,0.00890154053425143,-0.110530577765518
"24",0.466551555346876,0.347532926966312,-0.502972031565462,0.430160946310972,-0.192453027593109,-0.416330846435501
"25",-0.415481135591138,0.725846091855961,0.333197215279982,-0.491200184566621,-0.206139255587946,-0.180173394605582
"26",-0.411776703110294,-0.390177551170656,-0.366422622404757,-0.528089208331002,0.591512026857532,0.204248643846825
"27",0.409259622798831,0.263679482350458,-0.0238988135187453,-0.378000997081601,0.105202890841182,0.335602190878329
"28",-0.0890461614097886,0.214952686537665,-0.792997576839397,-0.641134780800754,-0.105815458035787,0.0178541603172863
"29",-0.219314032062369,-0.142440824470806,-0.698399660437587,0.374863135054018,0.487309806423881,0.0959972621766464
"30",0.313319363756142,-0.448331900554157,-0.476308698197514,0.0516059650013796,0.33908074945844,-0.603773152132815
"31",0.00603111227384781,-0.218068394523273,0.142138608630665,-0.0241797613669078,0.118675666729167,-0.316245811118868
"32",0.487358016212888,0.0946379270931658,-0.000748780035904847,-0.565222718989831,-0.0621542987175587,0.553184153926918
"33",0.0142295571565859,-0.706824626585178,0.549907234850403,0.0558775804229043,0.368269178850923,-0.034793224153789
"34",0.141547630574146,-0.0868047190936367,-0.105565342406556,-0.138244601787757,-0.346326970555609,-0.444811197288158
"35",-0.442210825320343,-0.248717392004837,0.287082569595623,-0.282448752548619,-0.0223576947201945,-0.584886960508959
"36",-0.973600260590319,-0.519928408461245,-0.0329606328947887,-1.09530430687832,0.0270294520604854,0.300249100802655
"37",-0.14066886148871,-0.0266948360421523,-0.220393347278684,-0.308546800554646,0.275928359374327,0.0811368804306293
"38",-0.380245425546387,-0.104846585243241,-0.541895621738545,-0.0645361686555839,0.106625032352574,-0.75034032566918
"39",-0.02368994430754,0.129865463596357,-0.267411079589844,-0.142674275950509,0.176339112281143,0.0335466969482504
"40",0.162412347841619,0.229899771399716,0.1389015105937,-0.129061583877862,-0.181773908036935,0.352002568002576
"41",-0.139122456407763,-0.183161241704776,0.354119563148484,0.273048417810011,0.0254661750629277,-0.0901669200190364
"42",-0.404754633931964,0.589770056443907,-0.142677885187242,-0.37404222513338,0.552885772596034,-0.452618114896484
"43",0.0178817029476352,0.371409162056379,0.237542317323632,-0.052054445409171,0.361847140420093,-0.177734174635803
"44",-0.518811437693362,-0.145055243359264,-0.461009363717795,0.897827866871036,0.348844756035544,1.3327354704258
"45",0.0200701717899273,0.804563813494263,-0.136771325105091,-0.051424478267018,0.0844039201312883,0.628008781020606
"46",-0.549165849393703,-0.175299481854764,-0.679971412682754,-0.177095971454298,-0.604438597911134,-0.11203033563941
"47",0.294199847978841,-0.317551328676456,0.149076867530536,-0.510611744899985,0.250689333890906,0.285388702826128
"48",-0.038155793858935,-0.260403918694572,-0.0891463821114911,0.0342358687615011,0.02790982376672,-0.364447939818634
"49",-0.165265351644865,0.745945281572727,-0.961705734271416,1.3300790371197,-0.262175426717789,1.3861851171349
"50",-0.0137258299687827,-0.0644208281079728,0.617547765197327,-0.4426624087032,-0.0874601486809037,-0.455052811209544
"51",-0.558163496641717,0.857179858508021,-0.439889626311511,-0.597871055599227,0.67505576786637,-0.0975067987392238
"52",-0.211184445665056,0.562452964198622,-0.176483489491818,0.0766361115786459,0.290164886121876,0.278735273026132
"53",0.264436785236646,0.146442948763421,-0.474030559377967,-0.310990249276911,-0.316915880341443,-0.0470113736621507
"54",-0.69146495871994,0.102076329015116,0.218481484093517,0.00680271013832886,0.261690711323519,0.375726083428466
"55",-0.519790490032599,-0.132422495708766,-0.0679004770619617,-0.605025437124468,-0.462601451674501,-0.161007121629863
"56",0.852403569242535,-0.100853559885231,0.303334950713379,0.0808473863692848,-0.123979745636441,0.00896791915462327
"57",-1.07381074609589,-0.322631337871294,0.93611475760573,-1.08523889577252,-0.446415606532569,-0.745976579052989
"58",-0.0736672637119343,0.283819599211161,-0.150197946040823,0.15521209381867,-0.359595539139765,-0.267925730005732
"59",-0.817601206450779,0.143114322729842,-0.495940234969786,0.0608117314740867,-0.248001332600603,0.813352800281908
"60",-0.765945662495519,-0.333198012749335,-0.266979435470059,-0.340034957067584,-0.694362339305865,-0.623424620005977
"61",0.0665174564486893,-0.0965761299816507,0.329946260326955,-0.292561495532777,-0.116760300519022,0.173387314663183
"62",-0.348008460925703,-0.105674844077999,0.223622971021473,-0.22019376411026,0.196192800099915,0.360768485766651
"63",-0.164849822190447,0.000388346609966008,-0.475575174566382,-0.26225584288793,-0.305810974337266,0.122690054954562
"64",0.0207677378636833,0.16667343873163,-0.391976349631024,0.351846032925844,-0.14904834360672,0.0885409166338232
"65",-0.386034173033721,-0.0772548324464961,0.123408372493072,0.183397421433698,-0.179213561993068,-0.0882985791176009
"66",0.0523987311278694,0.244976702900621,0.101667676768562,0.461029831755118,-0.204976210940714,-0.0179221986828201
"67",0.231372974468743,-0.0565946561785388,0.218932609586982,0.0168756757214249,0.100276126452881,-0.0685885905908537
"68",-1.16344400527571,0.023736104207041,0.519356169727431,-0.1611223367836,-0.569829808524107,-0.0120379030754644
"69",-0.407171424522895,-0.163497720204291,0.166979808917082,0.265487533638945,0.0450209261541415,0.590664690548893
"70",-0.753183401583445,-0.0289093269600132,-0.166263655462138,1.43933364892496,0.391661878087994,-0.678897206796753
"71",-0.574389785416499,0.238967641206796,0.0550429721360524,0.28245556090654,0.289622481499462,0.113134045391357
"72",-0.0106545805434408,0.253554796673357,0.0854362293043935,-0.0339388685996362,-0.139192260787967,-0.209254932223024
"73",-0.063189629288401,0.234313248771905,-0.569386658394572,0.741227456415439,0.0680835262021351,0.258286708839817
"74",-0.186549503632337,0.69922416346357,-0.426334350645796,0.293429907097783,0.133859089857747,0.295831966953153
"75",-0.78805227573155,0.204098854689192,0.3403888771812,-0.534935026909862,-0.0797578778826085,-0.394929498145616
"76",-0.0417013303811525,0.228820829887934,-0.482459305461068,0.239830656966434,-0.0297341174779163,-0.164351513189572
"77",0.0736958251695986,0.321396971029797,0.0905009764713618,-0.20102702426271,-0.577700888073559,-0.147906890087989
"78",-1.43410322666658,-0.305295399678393,-1.55639519198061,-0.163541069046482,0.143185697943975,0.72076745284768
"79",0.250116343506334,-0.137109417593311,0.16056512387019,-0.175525112941853,0.03825109645013,0.138738302086492
"80",0.302089041364898,-0.589339615042602,0.0894991932533739,0.0775167545473273,0.262105693777117,-0.208284531064155
"81",-0.13088283742626,-0.0687019296038552,-0.00447892806028406,0.163509586728053,0.0524434710483743,0.0609451028880503
"82",-0.208814206141624,-0.104100427040923,-0.228319403915094,0.0303630232553584,0.137368457398415,-0.852742080607814
"83",-0.0609427367232018,0.0803062077694389,-0.335939563901245,0.119182576108478,0.0757087020685275,-0.179370682817301
"84",0.148592321200752,-0.363246511237487,1.75986007605128,0.328588379390057,0.578406010899082,0.47167051962783
"85",0.441432535118963,-0.0107401684107415,-0.568101841083332,0.0534607106060904,0.215439773459606,0.611125549930171
"86",0.895645974259745,-0.00555395845299274,0.144792301288829,0.0965661963618557,0.250751282288181,0.0794524556099147
"87",-0.338033226377921,-0.214896841103252,-0.0569080391339484,-0.129230767186527,-0.219305966276031,-0.0858852463325455
"88",0.0111284110628671,-0.30652464991555,-0.209963302671986,0.401898226080474,-0.181606709235325,-0.184366175127042
"89",0.795745562593279,-0.375269609487675,-0.103347795223991,-0.610951210458079,-0.935045616657591,-0.364704347594453
"90",0.472763955549658,0.449165926805616,-0.0890737273517305,0.149395155860486,0.277769027790585,-0.348130750689968
"91",-0.171312368390795,-0.108707569229294,-0.585341456616789,0.232483582116071,0.198247947271544,0.048547817597405
"92",-0.0144004422268065,0.125929381860182,0.405450099142426,0.352318424252132,0.348203478795349,0.321974589066938
"93",-0.232602894397237,0.631472323943177,0.167201735976861,0.17403801206562,-0.107316126392179,0.129988868804927
"94",-0.151090275045172,0.186598611665396,0.017655759439138,-0.00788706297902719,0.387258532100476,0.150738567851498
"95",-0.0376335745249854,0.353205808967105,-0.537705137024369,0.737841130369622,-0.703451079881393,0.46755987735027
"96",-0.394164021696535,0.160491016095266,0.459245094957156,-0.15398485478238,-0.000664753979102061,0.0307301074455568
"97",-0.2253320305082,-0.436734147992218,-0.168629770432314,-0.487491920809705,0.312895644177479,-0.226180891074767
"98",-0.698428940123269,0.691496058906143,1.12176059835576,-0.197844178772886,-0.100410840242436,-0.59191115572715
"99",-1.00459572637602,0.694937428516558,0.534053824368821,0.0176728347240311,0.638545432582451,-0.199231010132503
"100",0.86847552509526,0.522569914164826,0.535859758325659,0.484314025593827,0.472180429485062,-0.423310403471774
"101",0.0882461984885613,-0.0783844552100629,0.265157090985161,0.103025717190095,0.128791600554561,-0.136604101035776
"102",-0.197808147210667,0.140237858787767,-0.185435975427431,-0.23681856424234,0.082833536196017,0.118779205863515
"103",-0.303965360972556,0.239265797758729,-0.00374842211266547,0.155286589485131,0.0552081967397495,0.167260986970532
"104",-0.303003104780442,-0.256281100312781,0.674364108525359,0.611941130636571,0.393658065969074,-0.00376042394540985
"105",0.067994971344071,-0.039466664402169,0.100910070796591,0.0625675904748198,0.114292934882649,0.0847014287831849
"106",0.175818849525328,0.057486350872483,0.0556097786268607,0.0770123263312522,-0.487838954156304,-0.410673480662536
"107",0.684205595095055,-0.0745277465836993,-0.0515831777546255,0.446591613231899,0.305488954917084,0.659841300049435
"108",0.480153108105637,-0.374402652377836,-0.351685569087168,0.588990843717123,-0.0376250141960896,-0.000773225983291522
"109",0.133088221907823,0.0798976486605639,-0.0872772488564165,0.0257699358752354,-0.09917616351104,0.17863493043699
"110",-0.156586418116203,0.26378284830294,0.15908617194581,-0.457353341113709,0.231696404663738,-0.42759009016617
"111",0.0412758640815767,-0.407754755350067,0.182900463930421,0.143907578415767,0.01351977855746,0.28797263589674
"112",-0.557379798912735,0.17483940599949,-0.455850602178222,0.078620450525239,0.368958455293605,-0.428824628090503
"113",0.281691669423346,-0.277703479968727,0.877688542150048,0.304809006468074,0.106760591299044,-0.0778555407306926
"114",-0.59601306902365,0.0159821226661619,0.171272264685422,-0.152751074035001,0.460733883252675,-0.329771760158667
"115",-0.220227398548851,0.520658462901335,-0.37627406778062,0.450530709399014,0.0425010084650921,1.26851030228472
"116",-0.127979401308906,-0.128680638215317,-0.188320121768423,-0.0584918093577505,0.395731142429815,-0.0237736641131426
"117",0.0211583152784496,0.00681961475080972,-0.185288821083985,0.125099850525662,0.0755516138435483,0.309562871621064
"118",-0.24171828340146,-0.0067108664192694,-0.545367934753795,-0.26232791769761,-0.127389029681916,-1.04491784168144
